"FMTNAME","START","LABEL"
"hevent2bcX",1,"Yes"
"hevent2bcX",2,"No"
"hevent2bcX",99,"Unknown"
"hevent2bcX",-1,"NIU"
"hevent2boX",1,"Yes"
"hevent2boX",2,"No"
"hevent2boX",99,"Unknown"
"hevent2boX",-1,"NIU"
"hevent3X",1,"Yes"
"hevent3X",2,"No"
"hevent3X",99,"Unknown"
"hevent3bcX",1,"Yes"
"hevent3bcX",2,"No"
"hevent3bcX",99,"Unknown"
"hevent3bcX",-1,"NIU"
"hevent3boX",1,"Yes"
"hevent3boX",2,"No"
"hevent3boX",99,"Unknown"
"hevent3boX",-1,"NIU"
"hevent4X",1,"Yes"
"hevent4X",2,"No"
"hevent4X",99,"Unknown"
"hevent4bcX",1,"Yes"
"hevent4bcX",2,"No"
"hevent4bcX",99,"Unknown"
"hevent4bcX",-1,"NIU"
"hevent4boX",1,"Yes"
"hevent4boX",2,"No"
"hevent4boX",99,"Unknown"
"hevent4boX",-1,"NIU"
"hevent5X",1,"Yes"
"hevent5X",2,"No"
"hevent5X",99,"Unknown"
"hevent5bcX",1,"Yes"
"hevent5bcX",2,"No"
"hevent5bcX",99,"Unknown"
"hevent5bcX",-1,"NIU"
"hevent5boX",1,"Yes"
"hevent5boX",2,"No"
"hevent5boX",99,"Unknown"
"hevent5boX",-1,"NIU"
"hevent6X",1,"Yes"
"hevent6X",2,"No"
"hevent6X",99,"Unknown"
"hevent6bcX",1,"Yes"
"hevent6bcX",2,"No"
"hevent6bcX",99,"Unknown"
"hevent6bcX",-1,"NIU"
"hevent6boX",1,"Yes"
"hevent6boX",2,"No"
"hevent6boX",99,"Unknown"
"hevent6boX",-1,"NIU"
"hevent7X",1,"Yes"
"hevent7X",2,"No"
"hevent7X",99,"Unknown"
"hevent7bcX",1,"Yes"
"hevent7bcX",2,"No"
"hevent7bcX",99,"Unknown"
"hevent7bcX",-1,"NIU"
"hevent7boX",1,"Yes"
"hevent7boX",2,"No"
"hevent7boX",99,"Unknown"
"hevent7boX",-1,"NIU"
"hevent8X",1,"Yes"
"hevent8X",2,"No"
"hevent8X",99,"Unknown"
"hevent8bcX",1,"Yes"
"hevent8bcX",2,"No"
"hevent8bcX",99,"Unknown"
"hevent8bcX",-1,"NIU"
"hevent8boX",1,"Yes"
"hevent8boX",2,"No"
"hevent8boX",99,"Unknown"
"hevent8boX",-1,"NIU"
"hevent9X",1,"Yes"
"hevent9X",2,"No"
"hevent9X",99,"Unknown"
"hevent9bcX",1,"Yes"
"hevent9bcX",2,"No"
"hevent9bcX",99,"Unknown"
"hevent9bcX",-1,"NIU"
"hevent9boX",1,"Yes"
"hevent9boX",2,"No"
"hevent9boX",99,"Unknown"
"hevent9boX",-1,"NIU"
"hhaschkX",1,"Has checking account"
"hhaschkX",2,"Does not have checking account"
"hhaschkX",99,"Unknown"
"hhassavX",1,"Has savings account"
"hhassavX",2,"Does not have savings account"
"hhassavX",99,"Unknown"
"hhfamtypX",1,"Family household "
"hhfamtypX",2,"Nonfamily household"
"hhfamtypX",3,"Other "
"hhincomeX",1,"Less than $15,000"
"hhincomeX",2,"$15,000 to $30,000"
"hhincomeX",3,"$30,000 to $50,000"
"hhincomeX",4,"$50,000 to $75,000"
"hhincomeX",5,"At least $75,000"
"hhincome2X",1,"Less than $15,000"
"hhincome2X",2,"$15,000 to $30,000"
"hhincome2X",3,"$30,000 to $50,000"
"hhincome2X",4,"$50,000 to $75,000"
"hhincome2X",5,"At least $75,000"
"hhincome2X",99,"Missing"
"hhtenureX",1,"Homeowner"
"hhtenureX",2,"Non-homeowner"
"hhtypeX",1,"Married couple"
"hhtypeX",2,"Unmarried female-headed family"
"hhtypeX",3,"Unmarried male-headed family"
"hhtypeX",4,"Female individual"
"hhtypeX",5,"Male individual"
"hhtypeX",6,"Other"
"hintaccX",1,"Has access"
"hintaccX",2,"Does not have access"
"hintaccX",99,"Unknown"
"hmobnkX",1,"Underbanked and used mobile banking"
"hmobnkX",2,"Fully banked and used mobile banking"
"hmobnkX",3,"Underbanked status unknown and used mobile banking"
"hmobnkX",-1,"NIU"
"hmphoneX",1,"Has mobile phone"
"hmphoneX",2,"Does not have mobile phone"
"hmphoneX",99,"Unknown"
"phoneppu1X",1,"Yes"
"phoneppu1X",2,"No"
"phoneppu1X",99,"Unknown"
"phoneppu1X",-1,"NIU"
"phoneppu2X",1,"Yes"
"phoneppu2X",2,"No"
"phoneppu2X",99,"Unknown"
"phoneppu2X",-1,"NIU"
"phoneppu3X",1,"Yes"
"phoneppu3X",2,"No"
"phoneppu3X",99,"Unknown"
"phoneppu3X",-1,"NIU"
"phoneppu4X",1,"Yes"
"phoneppu4X",2,"No"
"phoneppu4X",99,"Unknown"
"phoneppu4X",-1,"NIU"
"phoneppu5X",1,"Yes"
"phoneppu5X",2,"No"
"phoneppu5X",99,"Unknown"
"phoneppu5X",-1,"NIU"
"phoneppu6X",1,"Yes"
"phoneppu6X",2,"No"
"phoneppu6X",99,"Unknown"
"phoneppu6X",-1,"NIU"
"phoneppu7X",1,"Yes"
"phoneppu7X",2,"No"
"phoneppu7X",99,"Unknown"
"phoneppu7X",-1,"NIU"
"phoneppu8X",1,"Yes"
"phoneppu8X",2,"No"
"phoneppu8X",99,"Unknown"
"phoneppu8X",-1,"NIU"
"phoneppu9X",1,"Yes"
"phoneppu9X",2,"No"
"phoneppu9X",99,"Unknown"
"phoneppu9X",-1,"NIU"
"hplaceccX",1,"Large retail or department store"
"hplaceccX",2,"Grocery, liquor, convenience, or drug store"
"hplaceccX",3,"Stand alone nonbank financial services store"
"hplaceccX",-1,"NIU"
"hplaceccX",99,"Unknown location"
"hplacemoX",1,"Post office"
"hplacemoX",2,"Large retail or department store"
"hplacemoX",3,"Grocery, liquor, convenience, or drug store"
"hplacemoX",4,"Stand alone nonbank financial services store"
"hplacemoX",-1,"NIU"
"hplacemoX",99,"Other/Unknown"
"hplaceppX",1,"Large retail or department store"
"hplaceppX",2,"Grocery, liquor, convenience, or drug store"
"hplaceppX",3,"Stand alone nonbank financial services store"
"hplaceppX",4,"A bank branch"
"hplaceppX",5,"Internet/Online"
"hplaceppX",6,"Over the telephone"
"hplaceppX",7,"Provided by someone else"
"hplaceppX",-1,"NIU"
"hplaceppX",99,"Unknown"
"hplacermX",1,"Large retail or department store"
"hplacermX",2,"Grocery, liquor, convenience, or drug store"
"hplacermX",3,"Stand alone nonbank financial services store"
"hplacermX",4,"Mobile phone"
"hplacermX",5,"Online through computer"
"hplacermX",-1,"NIU"
"hplacermX",99,"Other/Unknown"
"hrloadppX",1,"Card was reloaded"
"hrloadppX",2,"Card was not reloaded"
"hrloadppX",-1,"NIU"
"hrloadppX",99,"Unknown"
"rloadppm1X",1,"Yes"
"rloadppm1X",2,"No"
"rloadppm1X",99,"Unknown"
"rloadppm1X",-1,"NIU"
"rloadppm2X",1,"Yes"
"rloadppm2X",2,"No"
"rloadppm2X",99,"Unknown"
"rloadppm2X",-1,"NIU"
"rloadppm3X",1,"Yes"
"rloadppm3X",2,"No"
"rloadppm3X",99,"Unknown"
"rloadppm3X",-1,"NIU"
"rloadppm4X",1,"Yes"
"rloadppm4X",2,"No"
"rloadppm4X",99,"Unknown"
"rloadppm4X",-1,"NIU"
"rloadppm5X",1,"Yes"
"rloadppm5X",2,"No"
"rloadppm5X",99,"Unknown"
"rloadppm5X",-1,"NIU"
"rloadppm6X",1,"Yes"
"rloadppm6X",2,"No"
"rloadppm6X",99,"Unknown"
"rloadppm6X",-1,"NIU"
"rloadppm7X",1,"Yes"
"rloadppm7X",2,"No"
"rloadppm7X",99,"Unknown"
"rloadppm7X",-1,"NIU"
"rloadppm8X",1,"Yes"
"rloadppm8X",2,"No"
"rloadppm8X",99,"Unknown"
"rloadppm8X",-1,"NIU"
"hsmphoneX",1,"Smartphone"
"hsmphoneX",2,"Non-smartphone"
"hsmphoneX",3,"No mobile phone"
"hsmphoneX",99,"Unknown"
"hsuprespX",0,"Nonrespondent"
"hsuprespX",1,"Respondent"
"hunbnkX",1,"Unbanked"
"hunbnkX",2,"Has bank account"
"hunbnkppX",1,"Yes"
"hunbnkppX",2,"No"
"hunbnkr1X",1,"Yes"
"hunbnkr1X",2,"No"
"hunbnkr1X",99,"Unknown"
"hunbnkr1X",-1,"NIU"
"hunbnkr2X",1,"Yes"
"hunbnkr2X",2,"No"
"hunbnkr2X",99,"Unknown"
"hunbnkr2X",-1,"NIU"
"hunbnkr3X",1,"Yes"
"hunbnkr3X",2,"No"
"hunbnkr3X",99,"Unknown"
"hunbnkr3X",-1,"NIU"
"hunbnkr4X",1,"Yes"
"hunbnkr4X",2,"No"
"hunbnkr4X",99,"Unknown"
"hunbnkr4X",-1,"NIU"
"hunbnkr5X",1,"Yes"
"hunbnkr5X",2,"No"
"hunbnkr5X",99,"Unknown"
"hunbnkr5X",-1,"NIU"
"hunbnkr6X",1,"Yes"
"hunbnkr6X",2,"No"
"hunbnkr6X",99,"Unknown"
"hunbnkr6X",-1,"NIU"
"hunbnkr7X",1,"Yes"
"hunbnkr7X",2,"No"
"hunbnkr7X",99,"Unknown"
"hunbnkr7X",-1,"NIU"
"hunbnkr8X",1,"Yes"
"hunbnkr8X",2,"No"
"hunbnkr8X",99,"Unknown"
"hunbnkr8X",-1,"NIU"
"hunbnkrmX",1,"Previously had an account but the bank closed it"
"hunbnkrmX",2,"ID, credit, or banking history problems"
"hunbnkrmX",3,"Banks do not have convenient hours or locations"
"hunbnkrmX",4,"Bank account fees or minimum balance requirements are too high"
"hunbnkrmX",5,"Banks do not offer the needed products or services"
"hunbnkrmX",6,"Do not like dealing with and/or do not trust banks"
"hunbnkrmX",7,"Do not have enough money"
"hunbnkrmX",8,"Do not know how to open or manage an account"
"hunbnkrmX",9,"Do not need or want an account"
"hunbnkrmX",10,"Other/None of the above"
"hunbnkrmX",99,"Unknown"
"hunbnkrmX",-1,"NIU"
"unbnkrmv2X",1,"Inconvenient hours or locations"
"unbnkrmv2X",2,"Account fees too high or unpredictable"
"unbnkrmv2X",3,"Banks do not offer needed products or services"
"unbnkrmv2X",4,"Do not like dealing with or do not trust banks"
"unbnkrmv2X",5,"Do not have enough money to keep in account or meet minimum balance"
"unbnkrmv2X",6,"Not using bank provides more privacy"
"unbnkrmv2X",7,"ID, credit, or banking history problems"
"unbnkrmv2X",8,"Other reason"
"unbnkrmv2X",99,"Unknown reason"
"unbnkrmv2X",-1,"NIU"
"huse1afsX",1,"Has used"
"huse1afsX",2,"Has not used"
"huse1afsX",99,"Unknown"
"huse1afscX",1,"Has used"
"huse1afscX",2,"Has not used"
"huse1afscX",99,"Unknown"
"se1afscv2X",1,"Has used"
"se1afscv2X",2,"Has not used"
"se1afscv2X",99,"Unknown"
"huse1afstX",1,"Has used"
"huse1afstX",2,"Has not used"
"huse1afstX",99,"Unknown"
"se1afstv2X",1,"Has used"
"se1afstv2X",2,"Has not used"
"se1afstv2X",99,"Unknown"
"use1afsv2X",1,"Has used"
"use1afsv2X",2,"Has not used"
"use1afsv2X",99,"Unknown"
"use1afsv3X",1,"Has used"
"use1afsv3X",2,"Has not used"
"use1afsv3X",99,"Unknown"
"huse1atlX",1,"Has ever used"
"huse1atlX",2,"Has never used"
"huse1atlX",99,"Unknown"
"huse1ccX",1,"Has ever used"
"huse1ccX",2,"Has never used"
"huse1ccX",99,"Unknown"
"huse1moX",1,"Has ever used"
"huse1moX",2,"Has never used"
"huse1moX",99,"Unknown"
"huse1pdlX",1,"Has ever used"
"huse1pdlX",2,"Has never used"
"huse1pdlX",99,"Unknown"
"huse1ppX",1,"Has ever used"
"huse1ppX",2,"Has never used"
"huse1ppX",99,"Unknown"
"huse1pwnX",1,"Has ever used"
"huse1pwnX",2,"Has never used"
"huse1pwnX",99,"Unknown"
"huse1ralX",1,"Has ever used"
"huse1ralX",2,"Has never used"
"huse1ralX",99,"Unknown"
"huse1rmX",1,"Has ever used"
"huse1rmX",2,"Has never used"
"huse1rmX",99,"Unknown"
"huse1rtoX",1,"Has ever used"
"huse1rtoX",2,"Has never used"
"huse1rtoX",99,"Unknown"
"huse2afscX",1,"Has used"
"huse2afscX",2,"Has not used"
"huse2afscX",99,"Unknown"
"se2afscv2X",1,"Has used"
"se2afscv2X",2,"Has not used"
"se2afscv2X",99,"Unknown"
"se2afsnbrX",0,"Used 0 AFS"
"se2afsnbrX",1,"Used 1 AFS"
"se2afsnbrX",2,"Used 2 AFS"
"se2afsnbrX",3,"Used 3 or more AFS"
"se2afsnbrX",99,"Unknown"
"afsnbrv2X",0,"Used 0 AFS"
"afsnbrv2X",1,"Used 1 AFS"
"afsnbrv2X",2,"Used 2 AFS"
"afsnbrv2X",3,"Used 3 or more AFS"
"afsnbrv2X",99,"Unknown"
"se2afstv1X",1,"Has used"
"se2afstv1X",2,"Has not used"
"se2afstv1X",99,"Unknown"
"se2afstv2X",1,"Has used"
"se2afstv2X",2,"Has not used"
"se2afstv2X",99,"Unknown"
"afstypev2X",1,"Used only transaction AFS"
"afstypev2X",2,"Used transaction and credit AFS"
"afstypev2X",3,"Used only credit AFS "
"afstypev2X",4,"Did not use any AFS in past 12 months"
"afstypev2X",98,"AFS used, type unknown"
"afstypev2X",99,"Use unknown"
"e2afstypeX",1,"Used only transaction AFS"
"e2afstypeX",2,"Used transaction and credit AFS"
"e2afstypeX",3,"Used only credit AFS "
"e2afstypeX",4,"Did not use any AFS in past 12 months"
"e2afstypeX",98,"AFS used, type unknown"
"e2afstypeX",99,"Use unknown"
"use2afsv2X",1,"Has used"
"use2afsv2X",2,"Has not used"
"use2afsv2X",99,"Unknown"
"use2afsv3X",1,"Has used"
"use2afsv3X",2,"Has not used"
"use2afsv3X",99,"Unknown"
"huse2atlX",1,"Used in past 12 months"
"huse2atlX",2,"Used but not in past 12 months"
"huse2atlX",3,"Never used"
"huse2atlX",99,"Unknown"
"huse2ccX",1,"Used in past 12 months"
"huse2ccX",2,"Used but not in past 12 months"
"huse2ccX",3,"Never used"
"huse2ccX",99,"Unknown"
"huse2moX",1,"Used in past 12 months"
"huse2moX",2,"Used but not in past 12 months"
"huse2moX",3,"Never used"
"huse2moX",99,"Unknown"
"huse2pdlX",1,"Used in past 12 months"
"huse2pdlX",2,"Used but not in past 12 months"
"huse2pdlX",3,"Never used"
"huse2pdlX",99,"Unknown"
"huse2ppX",1,"Used in past 12 months"
"huse2ppX",2,"Used but not in past 12 months"
"huse2ppX",3,"Never used"
"huse2ppX",99,"Unknown"
"huse2pwnX",1,"Used in past 12 months"
"huse2pwnX",2,"Used but not in past 12 months"
"huse2pwnX",3,"Never used"
"huse2pwnX",99,"Unknown"
"huse2ralX",1,"Used in past 12 months"
"huse2ralX",2,"Used but not in past 12 months"
"huse2ralX",3,"Never used"
"huse2ralX",99,"Unknown"
"huse2rmX",1,"Used in past 12 months"
"huse2rmX",2,"Used but not in past 12 months"
"huse2rmX",3,"Never used"
"huse2rmX",99,"Unknown"
"huse2rtoX",1,"Used in past 12 months"
"huse2rtoX",2,"Used but not in past 12 months"
"huse2rtoX",3,"Never used"
"huse2rtoX",99,"Unknown"
"huse3afscX",1,"Has used"
"huse3afscX",2,"Has not used"
"huse3afscX",99,"Unknown"
"se3afscv2X",1,"Has used"
"se3afscv2X",2,"Has not used"
"se3afscv2X",99,"Unknown"
"se3afstv2X",1,"Has used"
"se3afstv2X",2,"Has not used"
"se3afstv2X",99,"Unknown"
"use3afsv2X",1,"Has used"
"use3afsv2X",2,"Has not used"
"use3afsv2X",99,"Unknown"
"use3afsv3X",1,"Has used"
"use3afsv3X",2,"Has not used"
"use3afsv3X",99,"Unknown"
"huse3atlX",1,"Used in past 30 days"
"huse3atlX",2,"Used but not in past 30 days"
"huse3atlX",3,"Never used"
"huse3atlX",99,"Unknown"
"huse3ccX",1,"Used in past 30 days"
"huse3ccX",2,"Used but not in past 30 days"
"huse3ccX",3,"Never used"
"huse3ccX",99,"Unknown"
"huse3moX",1,"Used in past 30 days"
"huse3moX",2,"Used but not in past 30 days"
"huse3moX",3,"Never used"
"huse3moX",99,"Unknown"
"huse3mopoX",1,"Yes"
"huse3mopoX",2,"No"
"huse3mopoX",99,"Unknown"
"huse3mopoX",-1,"NIU"
"huse3pdlX",1,"Used in past 30 days"
"huse3pdlX",2,"Used but not in past 30 days"
"huse3pdlX",3,"Never used"
"huse3pdlX",99,"Unknown"
"huse3ppX",1,"Used in past 30 days"
"huse3ppX",2,"Used but not in past 30 days"
"huse3ppX",3,"Never used"
"huse3ppX",99,"Unknown"
"huse3pwnX",1,"Used in past 30 days"
"huse3pwnX",2,"Used but not in past 30 days"
"huse3pwnX",3,"Never used"
"huse3pwnX",99,"Unknown"
"huse3rmX",1,"Used in past 30 days"
"huse3rmX",2,"Used but not in past 30 days"
"huse3rmX",3,"Never used"
"huse3rmX",99,"Unknown"
"huse3rtoX",1,"Used in past 30 days"
"huse3rtoX",2,"Used but not in past 30 days"
"huse3rtoX",3,"Never used"
"huse3rtoX",99,"Unknown"
"seafscrsnX",1,"To make up for lost income"
"seafscrsnX",2,"For basic living expenses"
"seafscrsnX",3,"For house repairs or to buy an appliance"
"seafscrsnX",4,"For medical expenses"
"seafscrsnX",5,"For car repairs"
"seafscrsnX",6,"For school or childcare expenses"
"seafscrsnX",7,"For special gifts or luxuries"
"seafscrsnX",8,"Other"
"seafscrsnX",99,"Unknown"
"seafscrsnX",-1,"NIU"
"afscrsnv2X",1,"To make up for job loss or decrease in income"
"afscrsnv2X",2,"For basic living expenses"
"afscrsnv2X",3,"For house or car repairs or to buy an appliance"
"afscrsnv2X",4,"For medical, dental or death expenses"
"afscrsnv2X",5,"For school or childcare expenses"
"afscrsnv2X",6,"For special gifts or luxuries"
"afscrsnv2X",7,"For legal expenses"
"afscrsnv2X",8,"Other"
"afscrsnv2X",99,"Unknown"
"afscrsnv2X",-1,"NIU"
"huseatlX",1,"Used: In past 30 days"
"huseatlX",2,"Used: Not in past 30 days but in past 12 months"
"huseatlX",3,"Used: Not in past 12 months"
"huseatlX",4,"Never used"
"huseatlX",99,"Use unknown"
"huseccX",1,"Used: In past 30 days"
"huseccX",2,"Used: Not in past 30 days but in past 12 months"
"huseccX",3,"Used: Not in past 12 months"
"huseccX",4,"Never used"
"huseccX",99,"Use unknown"
"huseccrsnX",1,"Do not have a bank account"
"huseccrsnX",2,"To get money faster"
"huseccrsnX",3,"The place is more convenient"
"huseccrsnX",4,"A bank charges more to cash checks"
"huseccrsnX",5,"The place to cash checks asks for fewer IDs"
"huseccrsnX",6,"Feel more comfortable than at a bank"
"huseccrsnX",7,"Other"
"huseccrsnX",99,"Unknown"
"huseccrsnX",-1,"NIU"
"seccrsnv2X",1,"Banks do not cash checks"
"seccrsnv2X",2,"To get money faster"
"seccrsnv2X",3,"The place to cash checks has more convenient hours or location"
"seccrsnv2X",4,"A bank charges more to cash checks"
"seccrsnv2X",5,"The place to cash checks asks for fewer IDs"
"seccrsnv2X",6,"The place to cash checks feels more comfortable than a bank"
"seccrsnv2X",7,"Do not have a bank account"
"seccrsnv2X",8,"Do not trust banks"
"seccrsnv2X",9,"Other"
"seccrsnv2X",99,"Unknown"
"seccrsnv2X",-1,"NIU"
"husemoX",1,"Used: In past 30 days"
"husemoX",2,"Used: Not in past 30 days but in past 12 months"
"husemoX",3,"Used: Not in past 12 months"
"husemoX",4,"Never used"
"husemoX",99,"Use unknown"
"husemorsnX",1,"Banks do not sell money orders"
"husemorsnX",2,"The place to purchase money orders is more convenient than a bank"
"husemorsnX",3,"Banks charge more for money orders"
"husemorsnX",4,"The place feels more comfortable than a bank"
"husemorsnX",5,"Other"
"husemorsnX",99,"Unknown"
"husemorsnX",-1,"NIU"
"semorsnv2X",1,"Banks do not sell money orders"
"semorsnv2X",2,"The place to purchase money orders has more convenient hours or location"
"semorsnv2X",3,"A bank charges more for money orders"
"semorsnv2X",4,"The place to purchase money orders feels more comfortable than a bank"
"semorsnv2X",5,"Do not have a bank account"
"semorsnv2X",6,"Do not trust banks"
"semorsnv2X",7,"Other"
"semorsnv2X",99,"Unknown"
"semorsnv2X",-1,"NIU"
"husepdlX",1,"Used: In past 30 days"
"husepdlX",2,"Used: Not in past 30 days but in past 12 months"
"husepdlX",3,"Used: Not in past 12 months"
"husepdlX",4,"Never used"
"husepdlX",99,"Use unknown"
"husepdlolX",1,"Has taken out online payday loan"
"husepdlolX",2,"Has not taken out online payday loan"
"husepdlolX",-1,"NIU"
"husepdlolX",99,"Unknown"
"usepdlrsnX",1,"The payday loan service is more convenient"
"usepdlrsnX",2,"It is easier to get a payday loan than to qualify for a bank loan"
"usepdlrsnX",3,"A payday loan service feels more comfortable than using a bank"
"usepdlrsnX",4,"Do not qualify for a bank loan"
"usepdlrsnX",5,"Other"
"usepdlrsnX",99,"Unknown"
"usepdlrsnX",-1,"NIU"
"epdlrsnv2X",1,"Banks do not make small dollar loans"
"epdlrsnv2X",2,"The place to get payday loans has more convenient hours or location"
"epdlrsnv2X",3,"It is easier or faster to get a payday loan than to qualify for a bank loan"
"epdlrsnv2X",4,"The place to get payday loans feels more comfortable than a bank"
"epdlrsnv2X",5,"Do not qualify for a bank loan"
"epdlrsnv2X",6,"Do not trust banks"
"epdlrsnv2X",7,"Other"
"epdlrsnv2X",99,"Unknown"
"epdlrsnv2X",-1,"NIU"
"huseppX",1,"Used: In past 30 days"
"huseppX",2,"Used: Not in past 30 days but in past 12 months"
"huseppX",3,"Used: Not in past 12 months"
"huseppX",4,"Never used"
"huseppX",99,"Use unknown"
"huseppr1X",1,"Yes"
"huseppr1X",2,"No"
"huseppr1X",99,"Unknown"
"huseppr1X",-1,"NIU"
"huseppr2X",1,"Yes"
"huseppr2X",2,"No"
"huseppr2X",99,"Unknown"
"huseppr2X",-1,"NIU"
"huseppr3X",1,"Yes"
"huseppr3X",2,"No"
"huseppr3X",99,"Unknown"
"huseppr3X",-1,"NIU"
"huseppr4X",1,"Yes"
"huseppr4X",2,"No"
"huseppr4X",99,"Unknown"
"huseppr4X",-1,"NIU"
"huseppr5X",1,"Yes"
"huseppr5X",2,"No"
"huseppr5X",99,"Unknown"
"huseppr5X",-1,"NIU"
"huseppr6X",1,"Yes"
"huseppr6X",2,"No"
"huseppr6X",99,"Unknown"
"huseppr6X",-1,"NIU"
"huseppr7X",1,"Yes"
"huseppr7X",2,"No"
"huseppr7X",99,"Unknown"
"huseppr7X",-1,"NIU"
"husepprmX",1,"To put money in a safe place"
"husepprmX",2,"To pay for everyday purchases or pay bills"
"husepprmX",3,"To save money for the future"
"husepprmX",4,"To receive payments"
"husepprmX",5,"To send or give money"
"husepprmX",6,"To control spending"
"husepprmX",7,"Other"
"husepprmX",99,"Unknown"
"husepprmX",-1,"NIU"
"husepwnX",1,"Used: In past 30 days"
"husepwnX",2,"Used: Not in past 30 days but in past 12 months"
"husepwnX",3,"Used: Not in past 12 months"
"husepwnX",4,"Never used"
"husepwnX",99,"Use unknown"
"usepwnrsnX",1,"Banks do not have small loans"
"usepwnrsnX",2,"The pawn shop service is more convenient"
"usepwnrsnX",3,"It is easier to get money from a pawn shop than to qualify for a bank loan"
"usepwnrsnX",4,"More comfortable at a pawn shop than at a bank"
"usepwnrsnX",5,"Do not qualify for a bank loan"
"usepwnrsnX",6,"Other"
"usepwnrsnX",99,"Unknown"
"usepwnrsnX",-1,"NIU"
"epwnrsnv2X",1,"Banks do not make small dollar loans"
"epwnrsnv2X",2,"The pawn shop has more convenient hours or location"
"epwnrsnv2X",3,"It is easier and faster to get money from a pawn shop than to qualify for a bank loan"
"epwnrsnv2X",4,"The pawn shop feels more comfortable than a bank"
"epwnrsnv2X",5,"Do not qualify for a bank loan"
"epwnrsnv2X",6,"Do not trust banks"
"epwnrsnv2X",7,"Other"
"epwnrsnv2X",99,"Unknown"
"epwnrsnv2X",-1,"NIU"
"huseralX",1,"Used: In past 30 days"
"huseralX",2,"Used: Not in past 30 days but in past 12 months"
"huseralX",3,"Used: Not in past 12 months"
"huseralX",4,"Never used"
"huseralX",99,"Use unknown"
"husermX",1,"Used: In past 30 days"
"husermX",2,"Used: Not in past 30 days but in past 12 months"
"husermX",3,"Used: Not in past 12 months"
"husermX",4,"Never used"
"husermX",99,"Use unknown"
"sermrsnv2X",1,"Banks do not send money abroad"
"sermrsnv2X",2,"The money gets there faster"
"sermrsnv2X",3,"The place to give or send money has more convenient hours or location"
"sermrsnv2X",4,"A bank charges more to send money abroad"
"sermrsnv2X",5,"The place to give or send money feels more comfortable than a bank"
"sermrsnv2X",6,"Do not have a bank account"
"sermrsnv2X",7,"Do not trust banks"
"sermrsnv2X",8,"Other"
"sermrsnv2X",99,"Unknown"
"sermrsnv2X",-1,"NIU"
"husertoX",1,"Used: In past 30 days"
"husertoX",2,"Used: Not in past 30 days but in past 12 months"
"husertoX",3,"Used: Not in past 12 months"
"husertoX",4,"Never used"
"husertoX",99,"Use unknown"
"husespyrlX",1,"Receives payment on payroll card"
"husespyrlX",2,"Does not receive payment on payroll card"
"husespyrlX",99,"Unknown"
"huspnishX",0,"Spanish is not only language spoken"
"huspnishX",1,"Spanish is only language spoken"
"pagegrpX",1,"15 to 24 years"
"pagegrpX",2,"25 to 34 years"
"pagegrpX",3,"35 to 44 years"
"pagegrpX",4,"45 to 54 years"
"pagegrpX",5,"55 to 64 years"
"pagegrpX",6,"65 years or more"
"age25to64X",1,"Disabled, age 25 to 64"
"age25to64X",2,"Not disabled, age 25 to 64"
"age25to64X",99,"Not applicable (not age 25 to 64)"
"peducgrpX",1,"No high school diploma"
"peducgrpX",2,"High school diploma"
"peducgrpX",3,"Some college"
"peducgrpX",4,"College degree"
"pempstatX",1,"Employed"
"pempstatX",2,"Unemployed"
"pempstatX",3,"Not in labor force"
"pnativX",1,"U.S.-born"
"pnativX",2,"Foreign-born citizen"
"pnativX",3,"Foreign-born non-citizen"
"pnativ2X",1,"Native (born in U.S., in U.S. territory, or abroad of U.S. parent)"
"pnativ2X",2,"Foreign-born citizen or non-citizen"
"praceethX",1,"Black"
"praceethX",2,"Hispanic"
"praceethX",3,"Asian"
"praceethX",4,"American Indian/Alaskan"
"praceethX",5,"Hawaiian/Pacific Islander"
"praceethX",6,"White"
"praceethX",7,"Other"
"praceeth2X",1,"Black"
"praceeth2X",2,"Hispanic"
"praceeth2X",3,"Asian"
"praceeth2X",4,"White"
"praceeth2X",5,"Other"
"hbnktransX",1,"Longer term unbanked"
"hbnktransX",2,"Recently unbanked"
"hbnktransX",3,"Recently banked"
"hbnktransX",4,"Longer term banked"
"hbnktransX",-1,"NIU"
"nktransv2X",1,"Longer term unbanked"
"nktransv2X",2,"Recently unbanked"
"nktransv2X",3,"Recently banked"
"nktransv2X",4,"Longer term banked"
"nktransv2X",-1,"NIU"
"hafsunbnkX",1,"Unbanked and used AFS in past 12 months"
"hafsunbnkX",2,"Underbanked (banked and used AFS in past 12 months)"
"hafsunbnkX",-1,"NIU"
"ranchstatX",1,"Bank teller only"
"ranchstatX",2,"Bank teller and other methods used"
"ranchstatX",3,"No bank teller but other methods used"
"ranchstatX",-1,"NIU"
"hlivwfamX",1,"Yes"
"hlivwfamX",0,"No"
"ivwnonfamX",1,"Yes"
"ivwnonfamX",0,"No"
"wfam_millX",1,"Yes"
"wfam_millX",0,"No"
"nfam_millX",1,"Yes"
"nfam_millX",0,"No"
"pgenX",1,"Silent or earlier generation"
"pgenX",2,"Boomer"
"pgenX",3,"GenX"
"pgenX",4,"Millennial"
"pgenX",5,"Post-millennial"
"unbnkr1v3X",1,"Yes"
"unbnkr1v3X",2,"No"
"unbnkr1v3X",99,"Unknown"
"unbnkr1v3X",-1,"NIU"
"unbnkr2v3X",1,"Yes"
"unbnkr2v3X",2,"No"
"unbnkr2v3X",99,"Unknown"
