"FMTNAME","START","LABEL"
"msa5yr13X",37900,"Peoria, IL"
"msa5yr13X",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
"msa5yr13X",38060,"Phoenix-Mesa-Scottsdale, AZ"
"msa5yr13X",38220,"Pine Bluff, AR"
"msa5yr13X",38300,"Pittsburgh, PA"
"msa5yr13X",38860,"Portland-South Portland, ME~"
"msa5yr13X",38900,"Portland-Vancouver-Hillsboro, OR-WA"
"msa5yr13X",38940,"Port St. Lucie, FL"
"msa5yr13X",39140,"Prescott, AZ"
"msa5yr13X",39300,"Providence-Warwick, RI-MA~"
"msa5yr13X",39340,"Provo-Orem, UT"
"msa5yr13X",39380,"Pueblo, CO"
"msa5yr13X",39460,"Punta Gorda, FL"
"msa5yr13X",39540,"Racine, WI"
"msa5yr13X",39580,"Raleigh, NC"
"msa5yr13X",39740,"Reading, PA"
"msa5yr13X",39820,"Redding, CA"
"msa5yr13X",39900,"Reno, NV"
"msa5yr13X",40060,"Richmond, VA~"
"msa5yr13X",40140,"Riverside-San Bernardino-Ontario, CA"
"msa5yr13X",40220,"Roanoke, VA"
"msa5yr13X",40380,"Rochester, NY~"
"msa5yr13X",40420,"Rockford, IL"
"msa5yr13X",40900,"Sacramento-Roseville-Arden-Arcade, CA"
"msa5yr13X",40980,"Saginaw, MI"
"msa5yr13X",41060,"St. Cloud, MN"
"msa5yr13X",41100,"St. George, UT"
"msa5yr13X",41180,"St. Louis, MO-IL~"
"msa5yr13X",41420,"Salem, OR"
"msa5yr13X",41500,"Salinas, CA"
"msa5yr13X",41540,"Salisbury, MD-DE~"
"msa5yr13X",41620,"Salt Lake City, UT~"
"msa5yr13X",41700,"San Antonio-New Braunfels, TX"
"msa5yr13X",41740,"San Diego-Carlsbad, CA"
"msa5yr13X",41860,"San Francisco-Oakland-Hayward, CA"
"msa5yr13X",41940,"San Jose-Sunnyvale-Santa Clara, CA"
"msa5yr13X",42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA"
"msa5yr13X",42100,"Santa Cruz-Watsonville, CA"
"msa5yr13X",42140,"Santa Fe, NM"
"msa5yr13X",42200,"Santa Maria-Santa Barbara, CA"
"msa5yr13X",42220,"Santa Rosa, CA"
"msa5yr13X",42340,"Savannah, GA"
"msa5yr13X",42540,"Scranton-Wilkes-Barre-Hazleton, PA"
"msa5yr13X",42660,"Seattle-Tacoma-Bellevue, WA"
"msa5yr13X",42680,"Sebastian-Vero Beach, FL"
"msa5yr13X",43300,"Sherman-Denison, TX"
"msa5yr13X",43340,"Shreveport-Bossier City, LA~"
"msa5yr13X",43420,"Sierra Vista-Douglas, AZ"
"msa5yr13X",43620,"Sioux Falls, SD"
"msa5yr13X",43780,"South Bend-Mishawaka, IN-MI"
"msa5yr13X",43900,"Spartanburg, SC~"
"msa5yr13X",44060,"Spokane-Spokane Valley, WA~"
"msa5yr13X",44100,"Springfield, IL"
"msa5yr13X",44140,"Springfield, MA~"
"msa5yr13X",44180,"Springfield, MO"
"msa5yr13X",44220,"Springfield, OH"
"msa5yr13X",44700,"Stockton-Lodi, CA"
"msa5yr13X",45060,"Syracuse, NY"
"msa5yr13X",45220,"Tallahassee, FL"
"msa5yr13X",45300,"Tampa-St. Petersburg-Clearwater, FL"
"msa5yr13X",45460,"Terre Haute, IN"
"msa5yr13X",45780,"Toledo, OH~"
"msa5yr13X",45820,"Topeka, KS"
"msa5yr13X",45940,"Trenton, NJ"
"msa5yr13X",46060,"Tucson, AZ"
"msa5yr13X",46140,"Tulsa, OK"
"msa5yr13X",46220,"Tuscaloosa, AL~"
"msa5yr13X",46340,"Tyler, TX"
"msa5yr13X",46520,"Urban Honolulu, HI"
"msa5yr13X",46540,"Utica-Rome, NY"
"msa5yr13X",46660,"Valdosta, GA"
"msa5yr13X",46700,"Vallejo-Fairfield, CA"
"msa5yr13X",47020,"Victoria, TX~"
"msa5yr13X",47220,"Vineland-Bridgeton, NJ"
"msa5yr13X",47260,"Virginia Beach-Norfolk-Newport News, VA-NC~"
"msa5yr13X",47300,"Visalia-Porterville, CA"
"msa5yr13X",47380,"Waco, TX~"
"msa5yr13X",47580,"Warner Robins, GA~"
"msa5yr13X",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV~"
"msa5yr13X",47940,"Waterloo-Cedar Falls, IA"
"msa5yr13X",48060,"Watertown-Fort Drum, NY"
"msa5yr13X",48140,"Wausau, WI"
"msa5yr13X",48620,"Wichita, KS~"
"msa5yr13X",48660,"Wichita Falls, TX"
"msa5yr13X",48700,"Williamsport, PA"
"msa5yr13X",49020,"Winchester, VA-WV"
"msa5yr13X",49180,"Winston-Salem, NC~"
"msa5yr13X",49340,"Worcester, MA-CT~"
"msa5yr13X",49420,"Yakima, WA"
"msa5yr13X",49620,"York-Hanover, PA"
"msa5yr13X",49660,"Youngstown-Warren-Boardman, OH-PA"
"msa5yr13X",49740,"Yuma, AZ"
"msa5yr03X",0,"Not in MSA or MSA code not reported"
"msa5yr03X",10180,"Abilene, TX"
"msa5yr03X",10420,"Akron, OH"
"msa5yr03X",10500,"Albany, GA"
"msa5yr03X",10580,"Albany-Schenectady-Troy, NY"
"msa5yr03X",10740,"Albuquerque, NM"
"msa5yr03X",10900,"Allentown-Bethlehem-Easton, PA-NJ"
"msa5yr03X",11020,"Altoona, PA"
"msa5yr03X",11100,"Amarillo, TX"
"msa5yr03X",11300,"Anderson, IN"
"msa5yr03X",11340,"Anderson, SC"
"msa5yr03X",11460,"Ann Arbor, MI"
"msa5yr03X",11500,"Anniston-Oxford, AL"
"msa5yr03X",11540,"Appleton, WI"
"msa5yr03X",11700,"Asheville, NC"
"msa5yr03X",12020,"Athens-Clarke County, GA"
"msa5yr03X",12060,"Atlanta-Sandy Springs-Marietta, GA"
"msa5yr03X",12100,"Atlantic City, NJ"
"msa5yr03X",12220,"Auburn-Opelika, AL"
"msa5yr03X",12260,"Augusta-Richmond County, GA-SC"
"msa5yr03X",12420,"Austin-Round Rock, TX"
"msa5yr03X",12540,"Bakersfield, CA"
"msa5yr03X",12580,"Baltimore-Towson, MD"
"msa5yr03X",12940,"Baton Rouge, LA"
"msa5yr03X",12980,"Battle Creek, MI"
"msa5yr03X",13140,"Beaumont-Port Arthur, TX"
"msa5yr03X",13380,"Bellingham, WA"
"msa5yr03X",13460,"Bend, OR"
"msa5yr03X",13740,"Billings, MT"
"msa5yr03X",13780,"Binghamton, NY"
"msa5yr03X",13820,"Birmingham-Hoover, AL"
"msa5yr03X",13980,"Blacksburg-Christiansburg-Radford, VA"
"msa5yr03X",14020,"Bloomington, IN"
"msa5yr03X",14060,"Bloomington-Normal, IL"
"msa5yr03X",14260,"Boise City-Nampa, ID"
"msa5yr03X",14500,"Boulder, CO"
"msa5yr03X",14540,"Bowling Green, KY"
"msa5yr03X",14740,"Bremerton-Silverdale, WA"
"msa5yr03X",15180,"Brownsville-Harlingen, TX"
"msa5yr03X",15380,"Buffalo-Niagara Falls, NY"
"msa5yr03X",15500,"Burlington, NC"
"msa5yr03X",15940,"Canton-Massillon, OH"
"msa5yr03X",15980,"Cape Coral-Fort Myers, FL"
"msa5yr03X",16300,"Cedar Rapids, IA"
"msa5yr03X",16580,"Champaign-Urbana, IL"
"msa5yr03X",16620,"Charleston, WV"
"msa5yr03X",16700,"Charleston-North Charleston, SC"
"msa5yr03X",16740,"Charlotte-Gastonia-Concord, NC-SC"
"msa5yr03X",16820,"Charlottesville, VA"
"msa5yr03X",16860,"Chattanooga, TN-GA"
"msa5yr03X",16980,"Chicago-Naperville-Joliet, IL-IN-WI"
"msa5yr03X",17020,"Chico, CA"
"msa5yr03X",17140,"Cincinnati-Middletown, OH-KY-IN"
"msa5yr03X",17420,"Cleveland, TN"
"msa5yr03X",17460,"Cleveland-Elyria-Mentor, OH"
"msa5yr03X",17660,"Coeur dAlene, ID"
"msa5yr03X",17780,"College Station-Bryan, TX"
"msa5yr03X",17820,"Colorado Springs, CO"
"msa5yr03X",17860,"Columbia, MO"
"msa5yr03X",17900,"Columbia, SC"
"msa5yr03X",17980,"Columbus, GA-AL"
"msa5yr03X",18140,"Columbus, OH"
"msa5yr03X",18580,"Corpus Christi, TX"
"msa5yr03X",19100,"Dallas-Fort Worth-Arlington, TX"
"msa5yr03X",19340,"Davenport-Moline-Rock Island, IA-IL"
"msa5yr03X",19380,"Dayton, OH"
"msa5yr03X",19460,"Decatur, AL"
"msa5yr03X",19500,"Decatur, IL"
"msa5yr03X",19660,"Deltona-Daytona Beach-Ormond Beach, FL"
"msa5yr03X",19740,"Denver-Aurora, CO"
"msa5yr03X",19780,"Des Moines, IA"
"msa5yr03X",19820,"Detroit-Warren-Livonia, MI"
"msa5yr03X",20100,"Dover, DE"
"msa5yr03X",20260,"Duluth, MN-WI"
"msa5yr03X",20500,"Durham, NC"
"msa5yr03X",20740,"Eau Claire, WI"
"msa5yr03X",20940,"El Centro, CA"
"msa5yr03X",21140,"Elkhart-Goshen, IN"
"msa5yr03X",21340,"El Paso, TX"
"msa5yr03X",21500,"Erie, PA"
"msa5yr03X",21660,"Eugene-Springfield, OR"
"msa5yr03X",21780,"Evansville, IN-KY"
"msa5yr03X",22020,"Fargo, ND-MN"
"msa5yr03X",22140,"Farmington, NM"
"msa5yr03X",22180,"Fayetteville, NC"
"msa5yr03X",22220,"Fayetteville-Springdale-Rogers, AR-MO"
"msa5yr03X",22420,"Flint, MI"
"msa5yr03X",22460,"Florence, AL"
"msa5yr03X",22500,"Florence, SC"
"msa5yr03X",22660,"Fort Collins-Loveland, CO"
"msa5yr03X",22900,"Fort Smith, AR-OK"
"msa5yr03X",23020,"Fort Walton Beach-Crestview-Destin, FL"
"msa5yr03X",23060,"Fort Wayne, IN"
"msa5yr03X",23420,"Fresno, CA"
"msa5yr03X",23540,"Gainesville, FL"
"msa5yr03X",23580,"Gainesville, GA"
"msa5yr03X",24020,"Glens Falls, NY"
"msa5yr03X",24140,"Goldsboro, NC"
"msa5yr03X",24340,"Grand Rapids-Wyoming, MI"
"msa5yr03X",24540,"Greeley, CO"
"msa5yr03X",24580,"Green Bay, WI"
"msa5yr03X",24660,"Greensboro-High Point, NC"
"msa5yr03X",24860,"Greenville, SC"
"msa5yr03X",25060,"Gulfport-Biloxi, MS"
"msa5yr03X",25180,"Hagerstown-Martinsburg, MD-WV"
"msa5yr03X",25260,"Hanford-Corcoran, CA"
"msa5yr03X",25420,"Harrisburg-Carlisle, PA"
"msa5yr03X",25500,"Harrisonburg, VA"
"msa5yr03X",25860,"Hickory-Morganton-Lenoir, NC"
"msa5yr03X",26100,"Holland-Grand Haven, MI"
"msa5yr03X",26180,"Honolulu, HI"
"msa5yr03X",26420,"Houston-Baytown-Sugar Land, TX"
"msa5yr03X",26580,"Huntington-Ashland, WV-KY-OH"
"msa5yr03X",26620,"Huntsville, AL"
"msa5yr03X",26900,"Indianapolis, IN"
"msa5yr03X",26980,"Iowa City, IA"
"msa5yr03X",27100,"Jackson, MI"
"msa5yr03X",27140,"Jackson, MS"
"msa5yr03X",27260,"Jacksonville, FL"
"msa5yr03X",27340,"Jacksonville, NC"
"msa5yr03X",27500,"Janesville, WI"
"msa5yr03X",27740,"Johnson City, TN"
"msa5yr03X",27780,"Johnstown, PA"
"msa5yr03X",27900,"Joplin, MO"
"msa5yr03X",28020,"Kalamazoo-Portage, MI"
"msa5yr03X",28100,"Kankakee-Bradley, IL"
"msa5yr03X",28140,"Kansas City, MO-KS"
"msa5yr03X",28420,"Kennewick-Richland-Pasco, WA"
"msa5yr03X",28660,"Killeen-Temple-Fort Hood, TX"
"msa5yr03X",28700,"Kingsport-Bristol, TN-VA"
"msa5yr03X",28740,"Kingston, NY"
"msa5yr03X",28940,"Knoxville, TN"
"msa5yr03X",29100,"La Crosse, WI-MN"
"msa5yr03X",29180,"Lafayette, LA"
"msa5yr03X",29340,"Lake Charles, LA"
"msa5yr03X",29460,"Lakeland-Winter Haven, FL"
"msa5yr03X",29540,"Lancaster, PA"
"msa5yr03X",29620,"Lansing-East Lansing, MI"
"msa5yr03X",29700,"Laredo, TX"
"msa5yr03X",29740,"Las Cruces, NM"
"msa5yr03X",29820,"Las Vegas-Paradise, NV"
"msa5yr03X",29940,"Lawrence, KS"
"msa5yr03X",30020,"Lawton, OK"
"msa5yr03X",30460,"Lexington-Fayette, KY"
"msa5yr03X",30780,"Little Rock-North Little Rock, AR"
"msa5yr03X",30980,"Longview, TX"
"msa5yr03X",31100,"Los Angeles-Long Beach-Santa Ana, CA"
"msa5yr03X",31140,"Louisville, KY-IN"
"msa5yr03X",31180,"Lubbock, TX"
"msa5yr03X",31340,"Lynchburg, VA"
"msa5yr03X",31420,"Macon, GA"
"msa5yr03X",31460,"Madera, CA"
"msa5yr03X",31540,"Madison, WI"
"msa5yr03X",32580,"McAllen-Edinburg-Pharr, TX"
"msa5yr03X",32780,"Medford, OR"
"msa5yr03X",32820,"Memphis, TN-MS-AR"
"msa5yr03X",32900,"Merced, CA"
"msa5yr03X",33100,"Miami-Fort Lauderdale-Miami Beach, FL"
"msa5yr03X",33140,"Michigan City-La Porte, IN"
"msa5yr03X",33260,"Midland, TX"
"msa5yr03X",33340,"Milwaukee-Waukesha-West Allis, WI"
"msa5yr03X",33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
"msa5yr03X",33660,"Mobile, AL"
"msa5yr03X",33700,"Modesto, CA"
"msa5yr03X",33740,"Monroe, LA"
"msa5yr03X",33780,"Monroe, MI"
"msa5yr03X",33860,"Montgomery, AL"
"msa5yr03X",34060,"Morgantown, WV"
"msa5yr03X",34580,"Mount Vernon-Anacortes, WA"
"msa5yr03X",34740,"Muskegon-Norton Shores, MI"
"msa5yr03X",34820,"Myrtle Beach-Conway-North Myrtle Beach, SC"
"msa5yr03X",34900,"Napa, CA"
"msa5yr03X",34940,"Naples-Marco Island, FL"
"msa5yr03X",34980,"Nashville-Davidson-Murfreesboro, TN"
"msa5yr03X",35380,"New Orleans-Metairie-Kenner, LA"
"msa5yr03X",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA"
"msa5yr03X",35660,"Niles-Benton Harbor, MI"
"msa5yr03X",36100,"Ocala, FL"
"msa5yr03X",36140,"Ocean City, NJ"
"msa5yr03X",36220,"Odessa, TX"
"msa5yr03X",36260,"Ogden-Clearfield, UT"
"msa5yr03X",36420,"Oklahoma City, OK"
"msa5yr03X",36500,"Olympia, WA"
"msa5yr03X",36540,"Omaha-Council Bluffs, NE-IA"
"msa5yr03X",36740,"Orlando, FL"
"msa5yr03X",36780,"Oshkosh-Neenah, WI"
"msa5yr03X",37100,"Oxnard-Thousand Oaks-Ventura, CA"
"msa5yr03X",37340,"Palm Bay-Melbourne-Titusville, FL"
"msa5yr03X",37460,"Panama City-Lynn Haven, FL"
"msa5yr03X",37860,"Pensacola-Ferry Pass-Brent, FL"
"msa5yr03X",37900,"Peoria, IL"
"msa5yr03X",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
"msa5yr03X",38060,"Phoenix-Mesa-Scottsdale, AZ"
"msa5yr03X",38220,"Pine Bluff, AR"
"msa5yr03X",38300,"Pittsburgh, PA"
"msa5yr03X",38900,"Portland-Vancouver-Beaverton, OR-WA"
"msa5yr03X",38940,"Port St. Lucie-Fort Pierce, FL"
"msa5yr03X",39100,"Poughkeepsie-Newburgh-Middletown, NY"
"msa5yr03X",39140,"Prescott, AZ"
"msa5yr03X",39340,"Provo-Orem, UT"
"msa5yr03X",39380,"Pueblo, CO"
"msa5yr03X",39460,"Punta Gorda, FL"
"msa5yr03X",39540,"Racine, WI"
"msa5yr03X",39580,"Raleigh-Cary, NC"
"msa5yr03X",39740,"Reading, PA"
"msa5yr03X",39820,"Redding, CA"
"msa5yr03X",39900,"Reno-Sparks, NV"
"msa5yr03X",40060,"Richmond, VA"
"msa5yr03X",40140,"Riverside-San Bernardino-Ontario, CA"
"msa5yr03X",40220,"Roanoke, VA"
"msa5yr03X",40380,"Rochester, NY"
"msa5yr03X",40420,"Rockford, IL"
"msa5yr03X",40900,"Sacramento-Arden-Arcade-Roseville, CA"
"msa5yr03X",40980,"Saginaw-Saginaw Township North, MI"
"msa5yr03X",41060,"St. Cloud, MN"
"msa5yr03X",41180,"St. Louis, MO-IL"
"msa5yr03X",41420,"Salem, OR"
"msa5yr03X",41500,"Salinas, CA"
"msa5yr03X",41540,"Salisbury, MD"
"msa5yr03X",41620,"Salt Lake City, UT"
"msa5yr03X",41700,"San Antonio, TX"
"msa5yr03X",41740,"San Diego-Carlsbad-San Marcos, CA"
"msa5yr03X",41860,"San Francisco-Oakland-Fremont, CA"
"msa5yr03X",41940,"San Jose-Sunnyvale-Santa Clara, CA"
"msa5yr03X",42020,"San Luis Obispo-Paso Robles, CA"
"msa5yr03X",42060,"Santa Barbara-Santa Maria-Goleta, CA"
"msa5yr03X",42100,"Santa Cruz-Watsonville, CA"
"msa5yr03X",42140,"Santa Fe, NM"
"msa5yr03X",42220,"Santa Rosa-Petaluma, CA"
"msa5yr03X",42260,"Sarasota-Bradenton-Venice, FL"
"msa5yr03X",42340,"Savannah, GA"
"msa5yr03X",42540,"Scranton-Wilkes-Barre, PA"
"msa5yr03X",42660,"Seattle-Tacoma-Bellevue, WA"
"msa5yr03X",43300,"Sherman-Denison, TX"
"msa5yr03X",43340,"Shreveport-Bossier City, LA"
"msa5yr03X",43620,"Sioux Falls, SD"
"msa5yr03X",43780,"South Bend-Mishawaka, IN-MI"
"msa5yr03X",43900,"Spartanburg, SC"
"msa5yr03X",44060,"Spokane, WA"
"msa5yr03X",44100,"Springfield, IL"
"msa5yr03X",44180,"Springfield, MO"
"msa5yr03X",44220,"Springfield, OH"
"msa5yr03X",44700,"Stockton, CA"
"msa5yr03X",45060,"Syracuse, NY"
"msa5yr03X",45220,"Tallahassee, FL"
"msa5yr03X",45300,"Tampa-St. Petersburg-Clearwater, FL"
"msa5yr03X",45460,"Terre Haute, IN"
"msa5yr03X",45780,"Toledo, OH"
"msa5yr03X",45820,"Topeka, KS"
"msa5yr03X",45940,"Trenton-Ewing, NJ"
"msa5yr03X",46060,"Tucson, AZ"
"msa5yr03X",46140,"Tulsa, OK"
"msa5yr03X",46220,"Tuscaloosa, AL"
"msa5yr03X",46340,"Tyler, TX"
"msa5yr03X",46540,"Utica-Rome, NY"
"msa5yr03X",46660,"Valdosta, GA"
"msa5yr03X",46700,"Vallejo-Fairfield, CA"
"msa5yr03X",46940,"Vero Beach, FL"
"msa5yr03X",47020,"Victoria, TX"
"msa5yr03X",47220,"Vineland-Millville-Bridgeton, NJ"
"msa5yr03X",47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
"msa5yr03X",47300,"Visalia-Porterville, CA"
"msa5yr03X",47380,"Waco, TX"
"msa5yr03X",47580,"Warner Robins, GA"
"msa5yr03X",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
"msa5yr03X",47940,"Waterloo-Cedar Falls, IA"
"msa5yr03X",48140,"Wausau, WI"
"msa5yr03X",48620,"Wichita, KS"
"msa5yr03X",48660,"Wichita Falls, TX"
"msa5yr03X",48700,"Williamsport, PA"
"msa5yr03X",49180,"Winston-Salem, NC"
"msa5yr03X",49420,"Yakima, WA"
"msa5yr03X",49620,"York-Hanover, PA"
"msa5yr03X",49660,"Youngstown-Warren-Boardman, OH-PA"
"msa5yr03X",49740,"Yuma, AZ"
"msa5yr03X",70750,"Bangor, ME"
"msa5yr03X",70900,"Barnstable Town, MA"
"msa5yr03X",71650,"Boston-Cambridge-Quincy, MA-NH"
"msa5yr03X",71950,"Bridgeport-Stamford-Norwalk, CT"
"msa5yr03X",72400,"Burlington-South Burlington, VT"
"msa5yr03X",72850,"Danbury, CT"
"msa5yr03X",73450,"Hartford-West Hartford-East Hartford, CT"
"msa5yr03X",74500,"Leominster-Fitchburg-Gardner, MA"
"msa5yr03X",75700,"New Haven, CT"
"msa5yr03X",76450,"Norwich-New London, CT-RI"
"msa5yr03X",76750,"Portland-South Portland, ME"
"msa5yr03X",77200,"Providence-Fall River-Warwick, RI-MA"
"msa5yr03X",77350,"Rochester-Dover, NH-ME"
"msa5yr03X",78100,"Springfield, MA-CT"
"msa5yr03X",78700,"Waterbury, CT"
"msa5yr03X",79600,"Worcester, MA-CT"
"msa13chgX",1,"Yes"
"msa13chgX",2,"No"
"msa13chgX",-1,"NIU (not in MSA or MSA code not reported)"
"gtcbsastX",1,"Metropolitan area - principal city"
"gtcbsastX",2,"Metropolitan area - balance"
"gtcbsastX",3,"Not in metropolitan area"
"gtcbsastX",4,"Not identified"
"hanyafsv3X",1,"Used: In past 30 days"
"hanyafsv3X",2,"Used: Not in past 30 days but in past 12 months"
"hanyafsv3X",3,"Used: Not in past 12 months"
"hanyafsv3X",4,"Never used"
"hanyafsv3X",99,"Use unknown"
"hbankstatX",1,"Unbanked"
"hbankstatX",2,"Banked: Underbanked"
"hbankstatX",3,"Banked: Fully banked"
"hbankstatX",4,"Banked: Underbanked status unknown"
"ankstatv2X",1,"Unbanked"
"ankstatv2X",2,"Banked: Underbanked"
"ankstatv2X",3,"Banked: Fully banked"
"ankstatv2X",4,"Banked: Underbanked status unknown"
"ankstatv3X",1,"Unbanked"
"ankstatv3X",2,"Banked: Underbanked"
"ankstatv3X",3,"Banked: Fully banked"
"ankstatv3X",4,"Banked: Underbanked status unknown"
"hbaseintX",0,"Not household rep"
"hbaseintX",1,"Household rep and interviewed in base supplement"
"hbaserespX",0,"Nonrespondent"
"hbaserespX",1,"Respondent"
"hbnkaccmX",1,"Bank teller"
"hbnkaccmX",2,"ATM/Kiosk"
"hbnkaccmX",3,"Telephone banking"
"hbnkaccmX",4,"Online banking"
"hbnkaccmX",5,"Mobile banking"
"hbnkaccmX",6,"Other"
"hbnkaccmX",99,"Unknown"
"hbnkaccmX",-1,"NIU"
"hbnkaccm1X",1,"Yes"
"hbnkaccm1X",2,"No"
"hbnkaccm1X",-1,"NIU"
"hbnkaccm2X",1,"Yes"
"hbnkaccm2X",2,"No"
"hbnkaccm2X",-1,"NIU"
"hbnkaccm3X",1,"Yes"
"hbnkaccm3X",2,"No"
"hbnkaccm3X",-1,"NIU"
"hbnkaccm4X",1,"Yes"
"hbnkaccm4X",2,"No"
"hbnkaccm4X",-1,"NIU"
"hbnkaccm5X",1,"Yes"
"hbnkaccm5X",2,"No"
"hbnkaccm5X",-1,"NIU"
"hbnkaccm6X",1,"Yes"
"hbnkaccm6X",2,"No"
"hbnkaccm6X",-1,"NIU"
"hbnkaccm7X",1,"Yes"
"hbnkaccm7X",2,"No"
"hbnkaccm7X",99,"Unknown"
"hbnkaccm7X",-1,"NIU"
"nkaccmnbrX",0,"Did not access account in past 12 months or missing information on bank account access methods used"
"nkaccmnbrX",1,"1 method"
"nkaccmnbrX",2,"2 or more methods"
"nkaccmnbrX",-1,"NIU"
"hbnkfutrX",1,"Very likely"
"hbnkfutrX",2,"Somewhat likely"
"hbnkfutrX",3,"Not very likely"
"hbnkfutrX",4,"Not at all likely"
"hbnkfutrX",-1,"NIU"
"hbnkfutrX",99,"Unknown"
"nkfutrrsnX",1,"To put money in a safe place"
"nkfutrrsnX",2,"To be able to write checks and pay bills"
"nkfutrrsnX",3,"To be able to apply for a loan or mortgage"
"nkfutrrsnX",4,"To save money for the future"
"nkfutrrsnX",5,"To take advantage of direct deposit of paychecks"
"nkfutrrsnX",6,"To send money to family and friends"
"nkfutrrsnX",7,"Other"
"nkfutrrsnX",99,"Unknown"
"nkfutrrsnX",-1,"NIU"
"hbnkmob1X",1,"Yes"
"hbnkmob1X",2,"No"
"hbnkmob1X",99,"Unknown"
"hbnkmob1X",-1,"NIU"
"hbnkmob2X",1,"Yes"
"hbnkmob2X",2,"No"
"hbnkmob2X",99,"Unknown"
"hbnkmob2X",-1,"NIU"
"hbnkmob3X",1,"Yes"
"hbnkmob3X",2,"No"
"hbnkmob3X",99,"Unknown"
"hbnkmob3X",-1,"NIU"
"hbnkmob4X",1,"Yes"
"hbnkmob4X",2,"No"
"hbnkmob4X",99,"Unknown"
"hbnkmob4X",-1,"NIU"
"hbnkmob5X",1,"Yes"
"hbnkmob5X",2,"No"
"hbnkmob5X",99,"Unknown"
"hbnkmob5X",-1,"NIU"
"hbnkmob6X",1,"Yes"
"hbnkmob6X",2,"No"
"hbnkmob6X",99,"Unknown"
"hbnkmob6X",-1,"NIU"
"hbnkmob7X",1,"Yes"
"hbnkmob7X",2,"No"
"hbnkmob7X",99,"Unknown"
"hbnkmob7X",-1,"NIU"
"hbnkmob8X",1,"Yes"
"hbnkmob8X",2,"No"
"hbnkmob8X",99,"Unknown"
"hbnkmob8X",-1,"NIU"
"hbnkmob9X",1,"Yes"
"hbnkmob9X",2,"No"
"hbnkmob9X",99,"Unknown"
"hbnkmob9X",-1,"NIU"
"hbnknewX",1,"Became banked in past 12 months"
"hbnknewX",2,"Banked prior to past 12 months"
"hbnknewX",-1,"NIU"
"hbnknewX",99,"Unknown"
"bnknewrsnX",1,"To put money in a safe place"
"bnknewrsnX",2,"To pay for everyday purchases, write checks, or/and pay bills"
"bnknewrsnX",3,"To be able to apply for a loan or mortgage"
"bnknewrsnX",4,"To save money for the future"
"bnknewrsnX",5,"To receive direct deposit "
"bnknewrsnX",6,"To send money to family or friends"
"bnknewrsnX",7,"Other (specify)"
"bnknewrsnX",-1,"NIU"
"bnknewrsnX",99,"Unknown"
"hbnkppX",1,"Yes"
"hbnkppX",2,"No"
"hbnkppunbX",1,"Yes"
"hbnkppunbX",2,"No"
"hbnkprevX",1,"Once had bank account"
"hbnkprevX",2,"Never had bank account"
"hbnkprevX",-1,"NIU"
"hbnkprevX",99,"Unknown"
"bnkprevlyX",1,"Had bank account within last year"
"bnkprevlyX",2,"Had bank account more than 1 year ago"
"bnkprevlyX",3,"Never had bank account"
"bnkprevlyX",-1,"NIU"
"bnkprevlyX",98,"Previously banked, recency unknown"
"bnkprevlyX",99,"Unknown"
"hbnktypX",1,"Unbanked"
"hbnktypX",2,"Checking and savings"
"hbnktypX",3,"Savings only"
"hbnktypX",4,"Checking only"
"hbnktypX",99,"Banked, account type unknown"
"hbnktypcX",2,"Checking and savings"
"hbnktypcX",3,"Savings only"
"hbnktypcX",4,"Checking only"
"hbnktypcX",-1,"NIU"
"hddacctX",1,"Checking and savings"
"hddacctX",2,"Checking only"
"hddacctX",3,"Savings only"
"hddacctX",4,"Direct deposit account type unknown"
"hddacctX",5,"No direct deposit (banked)"
"hddacctX",-1,"NIU"
"hddacctX",99,"Other/Unknown"
"hdirdepX",1,"Has direct deposit"
"hdirdepX",2,"No direct deposit"
"hdirdepX",-1,"NIU"
"hdirdepX",99,"Unknown"
"hevent1X",1,"Yes"
"hevent1X",2,"No"
"hevent1X",99,"Unknown"
"hevent10X",1,"Yes"
"hevent10X",2,"No"
"hevent10X",99,"Unknown"
"event10bcX",1,"Yes"
"event10bcX",2,"No"
"event10bcX",99,"Unknown"
"event10bcX",-1,"NIU"
"event10boX",1,"Yes"
"event10boX",2,"No"
"event10boX",99,"Unknown"
"event10boX",-1,"NIU"
"hevent11X",1,"Yes"
"hevent11X",2,"No"
"hevent11X",99,"Unknown"
"event11bcX",1,"Yes"
"event11bcX",2,"No"
"event11bcX",99,"Unknown"
"event11bcX",-1,"NIU"
"event11boX",1,"Yes"
"event11boX",2,"No"
"event11boX",99,"Unknown"
"event11boX",-1,"NIU"
"hevent1bcX",1,"Yes"
"hevent1bcX",2,"No"
"hevent1bcX",99,"Unknown"
"hevent1bcX",-1,"NIU"
"hevent1boX",1,"Yes"
"hevent1boX",2,"No"
"hevent1boX",99,"Unknown"
"hevent1boX",-1,"NIU"
"hevent2X",1,"Yes"
"hevent2X",2,"No"
"hevent2X",99,"Unknown"
